disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
2022,1/3/2022,12/21/2021,,NS,NuStar Energy LP Common Units,sale_full,"$500,001 - $1,000,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20019881.pdf,FALSE
2022,1/3/2022,12/29/2021,,PBFX,PBF Logistics LP Common Units Rep Limited Partner Interests,purchase,"$250,001 - $500,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20019881.pdf,FALSE
2022,1/3/2022,12/29/2021,,PAA,Plains All American Pipeline LP - Common Units Rep Limited Partner Interests,purchase,"$500,001 - $1,000,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20019881.pdf,FALSE
2022,1/3/2022,12/22/2021,,SHLX,Shell Midstream Partners LP Common Units Rep Limited Partner Interests,sale_full,"$500,001 - $1,000,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20019881.pdf,FALSE
2022,1/3/2022,12/21/2021,,SHLX,Shell Midstream partners LP Common Units Rep Limited Partner Interests,sale_full,"$100,001 - $250,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20019881.pdf,FALSE
2022,1/3/2022,12/22/2021,,SPH,Suburban Propane Partners LP,sale_full,"$250,001 - $500,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20019881.pdf,FALSE
2022,1/3/2022,12/29/2021,,USAC,USA Compression Partners LP Common Units Rep Limited Partner Interests,purchase,"$250,001 - $500,000",Hon. Mark Dr Green,TN07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20019881.pdf,FALSE
2021,2/8/2021,12/30/2020,self,NTAP,"NetApp, Inc.",purchase,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,self,NTAP,"NetApp, Inc.",sale_full,"$15,001 - $50,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,self,NTAP,"NetApp, Inc.",purchase,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,self,NTAP,"NetApp, Inc.",purchase,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,,NTAP,"NetApp, Inc.",purchase,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,,NTAP,"NetApp, Inc.",purchase,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,,NTAP,"NetApp, Inc.",sale_full,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,self,NTAP,"NetApp, Inc.",purchase,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,2/1/2021,self,NTAP,"NetApp, Inc.",sale_full,"$1,001 - $15,000",Hon. Doug Lamborn,CO05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217846.pdf,FALSE
2021,2/8/2021,1/8/2021,self,--,Nevada Irrigation District Municipal Bonds,purchase,"$1,000,000 +",Hon. Scott H. Peters,CA52,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018152.pdf,FALSE
2022,1/17/2022,12/20/2021,,--,Met Govt Nashville TN 5%,purchase,"$50,001 - $100,000",Hon. Vern Buchanan,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020238.pdf,FALSE
2022,1/17/2022,1/14/2022,,PINS,Pinterest Inc Class A,sale_full,"$1,001 - $15,000",Hon. David Cheston Rouzer,NC07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020237.pdf,FALSE
2020,4/11/2020,3/13/2020,joint,ABT,Abbott Laboratories,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,ADYEY,Adyen N V Unsponsored ADR,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/13/2020,joint,MO,"Altria Group, Inc.",purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/17/2020,,AMZN,"Amazon.com, Inc.",purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/5/2020,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/23/2020,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/20/2020,joint,AAPL,Apple Inc.,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/24/2020,joint,CACI,"CACI International, Inc. Class A",purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/13/2020,joint,CCL,Carnival Corporation,sale_full,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,DNTUY,Dentsu Inc Tokyo Unsponsored ADR,sale_full,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,EXLS,"ExlService Holdings, Inc.",sale_full,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/17/2020,,GS,"Goldman Sachs Group, Inc.",purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,HQY,"HealthEquity, Inc.",purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/2/2020,joint,HELE,Helen of Troy Limited,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,HON,Honeywell International Inc.,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,HSBC,"HSBC Holdings, plc.",sale_full,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/2/2020,joint,JBT,John Bean Technologies Corporation,sale_full,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/17/2020,,JPM,JP Morgan Chase & Co.,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/27/2020,joint,LULU,Lululemon Athletica inc.,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/17/2020,joint,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/20/2020,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/20/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/20/2020,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/20/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,sale_full,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,purchase,"$100,001 - $250,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/6/2020,joint,MSFT,Microsoft Corporation,sale_full,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/24/2020,,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/17/2020,,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/13/2020,joint,NSRGY,Nestle SA Sponsored ADR Representing Registered Shares Series B,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,NCLTY,Nitori Holdings Co LTD ADR,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/11/2020,joint,NCLTY,Nitori Holdings Co Ltd ADR,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/2/2020,joint,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,sale_full,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/2/2020,joint,QDEL,Quidel Corporation,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/27/2020,joint,ROP,"Roper Technologies, Inc.",sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,SQ,"Square, Inc. Class A",purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/18/2020,joint,SBUX,Starbucks Corporation,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/12/2020,joint,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,sale_partial,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/17/2020,,BX,The Blackstone Group Inc. Class A,purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,DSGX,The Descartes Systems Group Inc.,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/26/2020,joint,UL,Unilever PLC,purchase,"$1,001 - $15,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/17/2020,joint,UAL,"United Airlines Holdings, Inc.",purchase,"$15,001 - $50,000",Hon. Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf,FALSE
2020,4/11/2020,3/23/2020,self,ADBE,Adobe Inc.,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,GOOGL,Alphabet Inc. - Class A,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,AEP,"American Electric Power Company, Inc.",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,AWK,"American Water Works Company, Inc.",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/17/2020,self,APH,Amphenol Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,AAPL,Apple Inc.,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,ARCC,Ares Capital Corporation - Closed End Fund,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,T,AT&T Inc.,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,AGR,"Avangrid, Inc.",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,BAC,Bank of America Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,BRK.B,Berkshire Hathaway Inc. New,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,CB,Chubb Limited,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,CINF,Cincinnati Financial Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,CTAS,Cintas Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,CME,CME Group Inc. - Class A,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,CMS,CMS Energy Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,KO,Coca-Cola Company,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,CL,Colgate-Palmolive Company,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,CMCSA,Comcast Corporation - Class A,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,COST,Costco Wholesale Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,DHR,Danaher Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,D,"Dominion Energy, Inc.",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,DUK,Duke Energy Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,EW,Edwards Lifesciences Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/16/2020,self,EPR,EPR Properties,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,ESS,"Essex Property Trust, Inc.",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,ES,Eversource Energy,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,FB,"Facebook, Inc. - Class A",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,HTA,"Healthcare Trust of America, Inc. Class A",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,HD,"Home Depot, Inc.",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,INTC,Intel Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,JNJ,Johnson & Johnson,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,JPM,JP Morgan Chase & Co.,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,KMB,Kimberly-Clark Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,LAMR,Lamar Advertising Company - Class A,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/17/2020,self,MGA,"Magna International, Inc.",sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,MA,Mastercard Incorporated,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
2020,4/11/2020,3/23/2020,self,MCD,Mcdonald's Corporation,sale_full,"$1,001 - $15,000",Hon. Zoe Lofgren,CA19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf,FALSE
