last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
Hanrahan,Robert,Paul,,,1934-02-25,M,rep,IL,Republican,3.0
Hansen,Orval,Howard,,,1926-08-03,M,rep,ID,Republican,2.0
Harvey,James,,,,1922-07-04,M,rep,MI,Republican,8.0
Hathaway,William,Dodd,,,1924-02-21,M,sen,ME,Democrat,
Hogan,Lawrence,Joseph,,,1928-09-30,M,rep,MD,Republican,5.0
Huber,Robert,James,,,1922-08-29,M,rep,MI,Republican,18.0
Hudnut,William,Herbert,III,,1932-10-17,M,rep,IN,Republican,11.0
Keating,William,John,,,1927-03-30,M,rep,OH,Republican,1.0
Kuykendall,Dan,Heflin,,,1924-07-09,M,rep,TN,Republican,8.0
Kyros,Peter,Nicholas,,,1925-07-11,M,rep,ME,Democrat,1.0
Mallary,Richard,Walker,,,1929-02-21,M,rep,VT,Republican,0.0
Mathias,Robert,Bruce,,,1930-11-17,M,rep,CA,Republican,18.0
McSpadden,Clem,Rogers,,,1925-11-09,M,rep,OK,Democrat,2.0
Mills,William,Oswald,,,1924-08-12,M,rep,MD,Republican,1.0
Mizell,Wilmer,David,,,1930-08-13,M,rep,NC,Republican,5.0
Mondale,Walter,Frederick,,,1928-01-05,M,sen,MN,Democrat,
Podell,Bertram,L.,,,1925-12-27,M,rep,NY,Democrat,13.0
Powell,Walter,Eugene,,,1931-04-25,M,rep,OH,Republican,8.0
Price,Robert,Dale,,,1927-09-07,M,rep,TX,Republican,13.0
Rarick,John,Richard,,,1924-01-29,M,rep,LA,Democrat,6.0
Reid,Ogden,Rogers,,,1925-06-24,M,rep,NY,Democrat,24.0
Roncallo,Angelo,Dominick,,,1927-05-28,M,rep,NY,Republican,3.0
Roy,William,Robert,,,1926-02-23,M,rep,KS,Democrat,2.0
Scherle,William,Joseph,,,1923-03-14,M,rep,IA,Republican,5.0
Shoup,Richard,Gardner,,,1923-11-29,M,rep,MT,Republican,1.0
Steele,Robert,Hampton,,,1938-11-03,M,rep,CT,Republican,2.0
Tiernan,Robert,Owens,,,1929-02-24,M,rep,RI,Democrat,2.0
Towell,David,Gilmer,,,1937-06-09,M,rep,NV,Republican,0.0
Waldie,Jerome,Russell,,,1925-02-15,M,rep,CA,Democrat,14.0
Young,Samuel,Hollingsworth,,,1922-12-26,M,rep,IL,Republican,10.0
Bayh,Birch,Evans,,,1928-01-22,M,sen,IN,Democrat,
Biester,Edward,George,Jr.,,1931-01-05,M,rep,PA,Republican,8.0
Church,Frank,Forrester,,,1924-07-25,M,sen,ID,Democrat,
Conlan,John,Bertrand,,,1930-09-17,M,rep,AZ,Republican,4.0
Culver,John,Chester,,,1932-08-08,M,sen,IA,Democrat,
Durkin,John,Anthony,,,1936-03-29,M,sen,NH,Democrat,
Esch,Marvin,Leonel,,,1927-08-04,M,rep,MI,Republican,2.0
Fulton,Richard,Harmon,,,1927-01-27,M,rep,TN,Democrat,5.0
Gravel,Maurice,Robert,,,1930-05-13,M,sen,AK,Democrat,
Green,William,Joseph,,,1938-06-24,M,rep,PA,Democrat,3.0
Gude,Gilbert,,,,1923-03-09,M,rep,MD,Republican,8.0
Hall,Tim,Lee,,,1925-06-11,M,rep,IL,Democrat,15.0
Hastings,James,Fred,,,1926-04-10,M,rep,NY,Republican,39.0
Hayes,Philip,Harold,,,1940-09-01,M,rep,IN,Democrat,8.0
Helstoski,Henry,,,,1925-03-21,M,rep,NJ,Democrat,9.0
Hinshaw,Andrew,Jackson,,,1923-08-04,M,rep,CA,Republican,40.0
Howe,Allan,Turner,,,1927-09-06,M,rep,UT,Democrat,2.0
Hungate,William,Leonard,,,1922-12-14,M,rep,MO,Democrat,9.0
Karth,Joseph,Edward,,,1922-08-26,M,rep,MN,Democrat,4.0
Litton,Jerry,Lon,,,1937-05-12,M,rep,MO,Democrat,6.0
McGovern,George,Stanley,,,1922-07-19,M,sen,SD,Democrat,
Mezvinsky,Edward,Maurice,,,1937-01-17,M,rep,IA,Democrat,1.0
Morgan,Robert,Burren,,,1925-10-05,M,sen,NC,Democrat,
O’Hara,James,Grant,,,1925-11-08,M,rep,MI,Democrat,12.0
Rees,Thomas,Mankell,,,1925-03-26,M,rep,CA,Democrat,23.0
Schweiker,Richard,Schultz,,,1926-06-01,M,sen,PA,Republican,
Stanton,James,Vincent,,,1932-02-27,M,rep,OH,Democrat,20.0
Steelman,Alan,Watson,,,1942-03-15,M,rep,TX,Republican,5.0
Steiger,Sam,,,,1929-03-10,M,rep,AZ,Republican,3.0
Stevenson,Adlai,Ewing,III,,1930-10-10,M,sen,IL,Democrat,
Stone,Richard,Bernard,,,1928-09-22,M,sen,FL,Democrat,
Stuckey,Williamson,Sylvester,Jr.,,1935-05-25,M,rep,GA,Democrat,8.0
Symington,James,Wadsworth,,,1927-09-28,M,rep,MO,Democrat,2.0
Vander Veen,Richard,Franklin,,,1922-11-26,M,rep,MI,Democrat,5.0
du Pont,Pierre,"Samuel, IV",,,1935-01-22,M,rep,DE,Republican,0.0
Anderson,Wendell,Richard,,,1933-02-01,M,sen,MN,Democrat,
Ammerman,Joseph,Scofield,,,1924-07-14,M,rep,PA,Democrat,23.0
Badillo,Herman,,,,1929-08-21,M,rep,NY,Democrat,21.0
Bergland,Robert,Selmer,,,1928-07-22,M,rep,MN,Democrat,7.0
Blouin,Michael,Thomas,,,1945-11-07,M,rep,IA,Democrat,2.0
Brown,Garry,Eldridge,,,1923-08-12,M,rep,MI,Republican,3.0
Burke,Yvonne,Brathwaite,,,1932-10-05,F,rep,CA,Democrat,28.0
Byron,Goodloe,Edgar,,,1929-06-22,M,rep,MD,Democrat,6.0
Caputo,Bruce,Faulkner,,,1943-08-07,M,rep,NY,Republican,23.0
Cornwell,David,Lance,,,1945-06-14,M,rep,IN,Democrat,8.0
Cunningham,John,Edward,III,,1931-03-27,M,rep,WA,Republican,7.0
Evans,Frank,Edward,,,1923-09-06,M,rep,CO,Democrat,3.0
Flowers,Walter,,,,1933-04-12,M,rep,AL,Democrat,7.0
Fraser,Donald,MacKay,,,1924-02-20,M,rep,MN,Democrat,5.0
Frey,Louis,,Jr.,,1934-01-11,M,rep,FL,Republican,9.0
Gammage,Robert,Alton,,,1938-03-13,M,rep,TX,Democrat,22.0
Hannaford,Mark,Warren,,,1925-02-07,M,rep,CA,Democrat,34.0
Harrington,Michael,Joseph,,,1936-09-02,M,rep,MA,Democrat,6.0
Hodges,Kaneaster,,Jr.,,1938-08-20,M,sen,AR,Democrat,
Jordan,Barbara,Charline,,,1936-02-21,F,rep,TX,Democrat,18.0
Keys,Martha,Elizabeth,,,1930-08-10,F,rep,KS,Democrat,2.0
Koch,Edward,Irving,,,1924-12-12,M,rep,NY,Democrat,18.0
Krebs,John,Hans,,,1926-12-17,M,rep,CA,Democrat,17.0
LeFante,Joseph,Anthony,,,1928-09-08,M,rep,NJ,Democrat,14.0
Leggett,Robert,Louis,,,1926-07-26,M,rep,CA,Democrat,4.0
Meeds,Lloyd,,,,1927-12-11,M,rep,WA,Democrat,2.0
Meyner,Helen,Stevenson,,,1929-03-05,F,rep,NJ,Democrat,13.0
Milford,Dale,,,,1926-02-18,M,rep,TX,Democrat,24.0
Myers,Gary,Arthur,,,1937-08-16,M,rep,PA,Republican,25.0
Pattison,Edward,Worthington,,,1932-04-29,M,rep,NY,Democrat,29.0
Pettis,Shirley,Neil,,,1924-07-12,F,rep,CA,Republican,37.0
Quie,Albert,Harold,,,1923-09-18,M,rep,MN,Republican,1.0
Risenhoover,Theodore,Marshall,,,1934-11-03,M,rep,OK,Democrat,2.0
Rooney,Frederick,Bernard,,,1925-11-06,M,rep,PA,Democrat,15.0
Ruppe,Philip,Edward,,,1926-09-29,M,rep,MI,Republican,11.0
Ryan,Leo,Joseph,,,1925-05-05,M,rep,CA,Democrat,11.0
Sarasin,Ronald,Arthur,,,1934-12-31,M,rep,CT,Republican,5.0
Schmitt,Harrison,Hagan,,,1935-07-03,M,sen,NM,Republican,
Shipley,George,Edward,,,1927-04-21,M,rep,IL,Democrat,22.0
Steiger,William,Albert,,,1938-05-15,M,rep,WI,Republican,6.0
Thone,Charles,,,,1924-01-04,M,rep,NE,Republican,1.0
Tonry,Richard,Alvin,,,1935-06-25,M,rep,LA,Democrat,1.0
Tucker,James,(Jim) Guy,Jr.,,1943-06-13,M,rep,AR,Democrat,2.0
Wiggins,Charles,Edward,,,1927-12-03,M,rep,CA,Republican,39.0
Young,Andrew,Jackson,Jr.,,1932-03-12,M,rep,GA,Democrat,5.0
Allen,Maryon,Pittman,,,1925-11-30,F,sen,AL,Democrat,
Hatfield,Paul,Gerhart,,,1928-04-29,M,sen,MT,Democrat,
Stewart,Donald,Wilbur,,,1940-02-08,M,sen,AL,Democrat,
Ambro,Jerome,Anthony,Jr.,,1928-06-27,M,rep,NY,Democrat,3.0
Anderson,John,Bayard,,,1922-02-15,M,rep,IL,Republican,16.0
Ashley,Thomas,Ludlow,,,1923-01-11,M,rep,OH,Democrat,9.0
Baker,Howard,Henry,Jr.,,1925-11-15,M,sen,TN,Republican,
Baldus,Alvin,James,,,1926-04-27,M,rep,WI,Democrat,3.0
Bauman,Robert,Edmund,,,1937-04-04,M,rep,MD,Republican,1.0
Beard,Edward,Peter,,,1940-01-20,M,rep,RI,Democrat,2.0
Brademas,John,,,,1927-03-02,M,rep,IN,Democrat,3.0
Buchanan,John,Hall,Jr.,,1928-03-19,M,rep,AL,Republican,6.0
Burlison,William,Dean,,,1931-03-15,M,rep,MO,Democrat,10.0
Cavanaugh,John,Joseph,,,1945-08-01,M,rep,NE,Democrat,2.0
Davis,Mendel,Jackson,,,1942-10-23,M,rep,SC,Democrat,1.0
Diggs,Charles,Coles,Jr.,,1922-12-02,M,rep,MI,Democrat,13.0
Harris,Herbert,Eugene,II,,1926-04-14,M,rep,VA,Democrat,8.0
Holtzman,Elizabeth,,,,1941-08-11,F,rep,NY,Democrat,16.0
Huddleston,Walter,Darlington,,,1926-04-15,M,sen,KY,Democrat,
Ichord,Richard,Howard,II,,1926-06-27,M,rep,MO,Democrat,8.0
Jenrette,John,Wilson,Jr.,,1936-05-19,M,rep,SC,Democrat,6.0
Jepsen,Roger,William,,,1928-12-23,M,sen,IA,Republican,
Johnson,James,Paul,,,1930-06-02,M,rep,CO,Republican,4.0
Kelly,Richard,,,,1924-07-31,M,rep,FL,Republican,5.0
Leach,Anthony,Claude,Jr.,,1934-03-30,M,rep,LA,Democrat,4.0
Lloyd,James,Fredrick,,,1922-09-27,M,rep,CA,Democrat,35.0
Maguire,Gene,Andrew,,,1939-03-11,M,rep,NJ,Democrat,7.0
Mathis,Marvin,Dawson,,,1940-11-30,M,rep,GA,Democrat,2.0
McKay,Koln,Gunn,,,1925-02-23,M,rep,UT,Democrat,1.0
Mikva,Abner,Joseph,,,1926-01-21,M,rep,IL,Democrat,10.0
Moorhead,William,Singer,,,1923-04-08,M,rep,PA,Democrat,14.0
Murphy,John,Michael,,,1926-08-03,M,rep,NY,Democrat,17.0
Murphy,Morgan,Francis,,,1932-04-16,M,rep,IL,Democrat,2.0
Musto,Raphael,John,,,1929-03-30,M,rep,PA,Democrat,11.0
Myers,Michael,Joseph,,,1943-05-04,M,rep,PA,Democrat,1.0
Nedzi,Lucien,Norbert,,,1925-05-28,M,rep,MI,Democrat,14.0
Runnels,Harold,Lowell,,,1924-03-17,M,rep,NM,Democrat,2.0
Tower,John,Goodwin,,,1925-09-29,M,sen,TX,Republican,
Treen,David,Conner,,,1928-07-16,M,rep,LA,Republican,3.0
Tsongas,Paul,Efthemios,,,1941-02-14,M,sen,MA,Democrat,
Wyatt,Joseph,Peyton,Jr.,,1941-10-12,M,rep,TX,Democrat,14.0
Wydler,John,Waldemar,,,1924-06-09,M,rep,NY,Republican,5.0
Abdnor,James,,,,1923-02-13,M,sen,SD,Republican,
Andrews,Mark,,,,1926-05-19,M,sen,ND,Republican,
Ashbrook,Jean,Spencer,,,1934-09-21,F,rep,OH,Republican,17.0
Ashbrook,John,Milan,,,1928-09-21,M,rep,OH,Republican,17.0
Atkinson,Eugene,Vincent,,,1927-04-05,M,rep,PA,Republican,25.0
Bafalis,Louis,Arthur,,,1929-09-28,M,rep,FL,Republican,10.0
Bailey,Donald,Allen,,,1945-07-21,M,rep,PA,Democrat,21.0
Bailey,R.,Wendell,,,1940-07-30,M,rep,MO,Republican,8.0
Beard,Robin,Leo,Jr.,,1939-08-21,M,rep,TN,Republican,6.0
Benedict,Cleveland,Keith,,,1935-03-21,M,rep,WV,Republican,2.0
Benjamin,Adam,,Jr.,,1935-08-06,M,rep,IN,Democrat,1.0
Blanchard,James,Johnston,,,1942-08-08,M,rep,MI,Democrat,18.0
Bowen,David,Reece,,,1932-10-21,M,rep,MS,Democrat,2.0
Brinkley,Jack,Thomas,,,1930-12-22,M,rep,GA,Democrat,3.0
Brodhead,William,McNulty,,,1941-09-12,M,rep,MI,Democrat,17.0
Brown,Clarence,J.,Jr.,,1927-06-18,M,rep,OH,Republican,7.0
Burton,John,Lowell,,,1932-12-15,M,rep,CA,Democrat,5.0
Butler,Manley,Caldwell,,,1925-06-02,M,rep,VA,Republican,6.0
Carman,Gregory,Wright,,,1937-01-31,M,rep,NY,Republican,3.0
Chisholm,Shirley,Anita,,,1924-11-30,F,rep,NY,Democrat,12.0
Clausen,Donald,Holst,,,1923-04-27,M,rep,CA,Republican,2.0
Cotter,William,Ross,,,1926-07-18,M,rep,CT,Democrat,1.0
Coyne,James,Kitchenman,III,,1946-11-17,M,rep,PA,Republican,8.0
Daniel,Robert,Williams,Jr.,,1936-03-17,M,rep,VA,Republican,4.0
DeNardis,Lawrence,Joseph,,,1938-03-18,M,rep,CT,Republican,3.0
Deckard,Huey,Joel,,,1942-03-07,M,rep,IN,Republican,8.0
Denton,Jeremiah,Andrew,Jr.,,1924-07-15,M,sen,AL,Republican,
Derwinski,Edward,Joseph,,,1926-09-15,M,rep,IL,Republican,4.0
Dougherty,Charles,Francis,,,1937-06-26,M,rep,PA,Republican,4.0
Dunn,James,Whitney,,,1943-07-21,M,rep,MI,Republican,6.0
Eagleton,Thomas,Francis,,,1929-09-04,M,sen,MO,Democrat,
East,John,Porter,,,1931-05-05,M,sen,NC,Republican,
Emery,David,Farnham,,,1948-09-01,M,rep,ME,Republican,1.0
Erdahl,Arlen,Ingolf,,,1931-02-27,M,rep,MN,Republican,1.0
Ertel,Allen,Edward,,,1937-11-07,M,rep,PA,Democrat,17.0
Evans,Billy,Lee,,,1941-11-10,M,rep,GA,Democrat,8.0
Evans,David,Walter,,,1946-08-17,M,rep,IN,Democrat,6.0
Evans,Thomas,Beverley,Jr.,,1931-11-05,M,rep,DE,Republican,0.0
Fithian,Floyd,James,,,1928-11-03,M,rep,IN,Democrat,2.0
Ginn,Ronald,Bryan,,,1934-05-31,M,rep,GA,Democrat,1.0
Goldwater,Barry,Morris,Jr.,,1938-07-15,M,rep,CA,Republican,20.0
Grisham,Wayne,Richard,,,1923-01-10,M,rep,CA,Republican,33.0
Hagedorn,Thomas,Michael,,,1943-11-27,M,rep,MN,Republican,2.0
Hart,Gary,Warren,,,1936-11-28,M,sen,CO,Democrat,
Hawkins,Paula,,,,1927-01-24,F,sen,FL,Republican,
Heckler,Margaret,M.,,,1931-06-21,F,rep,MA,Republican,10.0
Hinson,Jon,Clifton,,,1942-03-16,M,rep,MS,Republican,4.0
Holland,Kenneth,Lamar,,,1934-11-24,M,rep,SC,Democrat,5.0
Hollenbeck,Harold,Capistran,,,1938-12-29,M,rep,NJ,Republican,9.0
Jeffries,James,Edmund,,,1925-06-01,M,rep,KS,Republican,2.0
Johnston,Walter,Eugene,III,,1936-03-03,M,rep,NC,Republican,6.0
Laxalt,Paul,Dominque,,,1922-08-02,M,sen,NV,Republican,
LeBoutillier,John,,,,1953-05-26,M,rep,NY,Republican,6.0
Lederer,Raymond,Francis,,,1938-05-19,M,rep,PA,Democrat,3.0
Lee,Gary,Alcide,,,1933-08-18,M,rep,NY,Republican,33.0
Marks,Marc,Lincoln,,,1927-02-12,M,rep,PA,Republican,24.0
Mathias,Charles,McCurdy,Jr.,,1922-07-24,M,sen,MD,Republican,
Mattingly,Mack,Francis,,,1931-01-07,M,sen,GA,Republican,
Mattox,James,Albon,,,1943-08-29,M,rep,TX,Democrat,5.0
McCloskey,Paul,Norton,Jr.,,1927-09-29,M,rep,CA,Republican,12.0
Mitchell,Donald,Jerome,,,1923-05-08,M,rep,NY,Republican,31.0
Moffett,Anthony,John,Jr.,,1944-08-18,M,rep,CT,Democrat,6.0
Mottl,Ronald,Milton,,,1934-02-06,M,rep,OH,Democrat,23.0
Napier,John,Light,,,1947-05-16,M,rep,SC,Republican,6.0
Nelligan,James,Leo,,,1929-02-14,M,rep,PA,Republican,11.0
Railsback,Thomas,Fisher,,,1932-01-22,M,rep,IL,Republican,19.0
Richmond,Frederick,William,,,1923-11-15,M,rep,NY,Democrat,14.0
Roberts,Clint,Ronald,,,1935-01-30,M,rep,SD,Republican,2.0
Rousselot,John,Harbin,,,1927-11-01,M,rep,CA,Republican,26.0
Santini,James,David,,,1937-08-13,M,rep,NV,Democrat,0.0
Shamansky,Robert,Norton,,,1927-04-18,M,rep,OH,Democrat,12.0
Smith,Albert,Lee,Jr.,,1931-08-31,M,rep,AL,Republican,6.0
Stanton,John,William,,,1924-02-20,M,rep,OH,Republican,11.0
Staton,David,Michael,,,1940-02-11,M,rep,WV,Republican,3.0
Stockman,David,Alan,,,1946-11-10,M,rep,MI,Republican,4.0
Wampler,William,Creed,,,1926-04-21,M,rep,VA,Republican,9.0
Weber,Edward,Ford,,,1931-07-26,M,rep,OH,Republican,9.0
White,Richard,Crawford,,,1923-04-29,M,rep,TX,Democrat,16.0
Zeferetti,Leo,C.,,,1927-07-15,M,rep,NY,Democrat,15.0
Brady,Nicholas,Frederick,,,1930-04-11,M,sen,NJ,Republican,
Albosta,Donald,Joseph,,,1925-12-05,M,rep,MI,Democrat,10.0
Andrews,Ike,Franklin,,,1925-09-02,M,rep,NC,Democrat,4.0
Bethune,Edwin,Ruthvin,Jr.,,1935-12-19,M,rep,AR,Republican,2.0
Britt,Charles,Robin,,,1942-06-29,M,rep,NC,Democrat,6.0
Burton,Phillip,,,,1926-06-01,M,rep,CA,Democrat,5.0
Chiles,Lawton,Mainor,Jr.,,1930-04-03,M,sen,FL,Democrat,
Conable,Barber,Benjamin,Jr.,,1922-11-02,M,rep,NY,Republican,30.0
Corcoran,Thomas,Joseph,,,1939-05-23,M,rep,IL,Republican,14.0
Corrada-del Río,Baltasar,,,,1935-04-10,M,rep,PR,New Progressive,0.0
Crane,Daniel,Bever,,,1936-01-10,M,rep,IL,Republican,19.0
D’Amours,Norman,Edward,,,1937-10-14,M,rep,NH,Democrat,1.0
Edwards,William,Jackson,,,1928-09-20,M,rep,AL,Republican,1.0
Erlenborn,John,Neal,,,1927-02-08,M,rep,IL,Republican,13.0
Evans,Daniel,Jackson,,,1925-10-16,M,sen,WA,Republican,
Ferraro,Geraldine,Anne,,,1935-08-26,F,rep,NY,Democrat,9.0
Hall,Katie,Beatrice,,,1938-04-03,F,rep,IN,Democrat,1.0
Hance,Kent,Ronald,,,1942-11-14,M,rep,TX,Democrat,19.0
Hansen,George,Vernon,,,1930-09-14,M,rep,ID,Republican,2.0
Harrison,Frank,Girard,,,1940-02-02,M,rep,PA,Democrat,11.0
Hecht,Jacob,Chic,,,1928-11-30,M,sen,NV,Republican,
Hightower,Jack,English,,,1926-09-06,M,rep,TX,Democrat,13.0
Kogovsek,Raymond,Peter,,,1941-08-19,M,rep,CO,Democrat,3.0
Levitas,Elliott,Harris,,,1930-12-26,M,rep,GA,Democrat,4.0
Marriott,David,Daniel,,,1939-11-02,M,rep,UT,Republican,2.0
Martin,James,Grubbs,,,1935-12-11,M,rep,NC,Republican,9.0
McDonald,Lawrence,Patton,,,1935-04-01,M,rep,GA,Democrat,7.0
McNulty,James,Francis,Jr.,,1925-10-18,M,rep,AZ,Democrat,5.0
Melcher,John,,,,1924-09-06,M,sen,MT,Democrat,
Ottinger,Richard,Lawrence,,,1929-01-27,M,rep,NY,Democrat,20.0
Patman,William,Neff,,,1927-03-26,M,rep,TX,Democrat,14.0
Patterson,Jerry,Mumford,,,1934-10-25,M,rep,CA,Democrat,38.0
Pritchard,Joel,McFee,,,1925-05-05,M,rep,WA,Republican,1.0
Ratchford,William,Richard,,,1934-05-24,M,rep,CT,Democrat,5.0
Rosenthal,Benjamin,Stanley,,,1923-06-08,M,rep,NY,Democrat,7.0
Shannon,James,Michael,,,1952-04-04,M,rep,MA,Democrat,5.0
Trible,Paul,Seward,Jr.,,1946-12-29,M,sen,VA,Republican,
Vandergriff,Tommy,Joe,,,1926-01-29,M,rep,TX,Democrat,26.0
Washington,Harold,,,,1922-04-15,M,rep,IL,Democrat,1.0
Weicker,Lowell,Palmer,Jr.,,1931-05-16,M,sen,CT,Republican,
Williams,Lyle,,,,1942-08-23,M,rep,OH,Republican,17.0
Zorinsky,Edward,,,,1928-11-11,M,sen,NE,Democrat,
Addabbo,Joseph,Patrick,,,1925-03-17,M,rep,NY,Democrat,6.0
Armstrong,William,Lester,,,1937-03-16,M,sen,CO,Republican,
Barnes,Michael,Darr,,,1943-09-03,M,rep,MD,Democrat,8.0
Boschwitz,Rudolph,Eli,,,1930-11-07,M,sen,MN,Republican,
Campbell,Carroll,Ashmore,Jr.,,1940-07-24,M,rep,SC,Republican,4.0
Carney,William,,,,1942-07-01,M,rep,NY,Republican,1.0
Cobey,William,Wilfred,Jr.,,1939-05-13,M,rep,NC,Republican,4.0
Eckert,Fred,J.,,,1941-05-06,M,rep,NY,Republican,30.0
Edgar,Robert,William,,,1943-05-29,M,rep,PA,Democrat,7.0
Evans,Thomas,Cooper,,,1924-05-26,M,rep,IA,Republican,3.0
Fiedler,Bobbi,,,,1937-04-22,F,rep,CA,Republican,21.0
Franklin,William,Webster,,,1941-12-13,M,rep,MS,Republican,2.0
Fuqua,Don,,,,1933-08-20,M,rep,FL,Democrat,2.0
Grotberg,John,,,,1925-03-23,M,rep,IL,Republican,14.0
Hall,Sam,Blakeley,Jr.,,1924-01-11,M,rep,TX,Democrat,1.0
Hartnett,Thomas,Forbes,,,1941-08-07,M,rep,SC,Republican,1.0
Heftel,Cecil,Landau,,,1924-09-30,M,rep,HI,Democrat,1.0
Hendon,William,Martin,,,1944-11-09,M,rep,NC,Republican,11.0
Hillis,Elwood,Haynes,,,1926-03-06,M,rep,IN,Republican,5.0
Humphrey,Gordon,John,,,1940-10-09,M,sen,NH,Republican,
Jones,James,Robert,,,1939-05-05,M,rep,OK,Democrat,1.0
Kindness,Thomas,Norman,,,1929-08-26,M,rep,OH,Republican,8.0
Kramer,Kenneth,Bentley,,,1942-02-19,M,rep,CO,Republican,5.0
Loeffler,Thomas,Gilbert,,,1946-08-01,M,rep,TX,Republican,21.0
Long,Catherine,Small,,,1924-02-07,F,rep,LA,Democrat,8.0
Long,Gillis,William,,,1923-05-04,M,rep,LA,Democrat,8.0
Lundine,Stanley,Nelson,,,1939-02-04,M,rep,NY,Democrat,34.0
McClure,James,Albertus,,,1924-12-27,M,sen,ID,Republican,
McKernan,John,Rettie,Jr.,,1948-05-20,M,rep,ME,Republican,1.0
Mitchell,Parren,James,,,1922-04-29,M,rep,MD,Democrat,7.0
Monson,David,Smith,,,1945-06-20,M,rep,UT,Republican,2.0
Moore,William,Henson,III,,1939-10-04,M,rep,LA,Republican,6.0
Siljander,Mark,Deli,,,1951-06-11,M,rep,MI,Republican,4.0
Snyder,Marion,Gene,,,1928-01-26,M,rep,KY,Republican,4.0
Strang,Michael,Lathrop,,,1929-06-17,M,rep,CO,Republican,3.0
Waldon,Alton,R.,Jr.,,1936-12-21,M,rep,NY,Democrat,6.0
Weaver,James,Howard,,,1927-08-08,M,rep,OR,Democrat,4.0
Whitehurst,George,William,,,1925-03-12,M,rep,VA,Republican,2.0
Whitley,Charles,Orville,,,1927-01-03,M,rep,NC,Democrat,3.0
Young,Robert,Anton,III,,1923-11-22,M,rep,MO,Democrat,2.0
Zschau,Edwin,Van Wyck,,,1940-01-06,M,rep,CA,Republican,12.0
Broyhill,James,Thomas,,,1927-08-19,M,sen,NC,Republican,
Adams,Brockman,,,,1927-01-13,M,sen,WA,Democrat,
Badham,Robert,Edward,,,1929-06-09,M,rep,CA,Republican,40.0
Boner,William,Hill,,,1945-02-14,M,rep,TN,Democrat,5.0
Bonker,Don,Leroy,,,1937-03-07,M,rep,WA,Democrat,3.0
Boulter,Eldon,Beau,,,1942-02-23,M,rep,TX,Republican,13.0
Burton,Sala,Galante,,,1925-04-01,F,rep,CA,Democrat,5.0
Chappell,William,Venroe,Jr.,,1922-02-03,M,rep,FL,Democrat,4.0
Daub,Harold,"John, Jr.,",,,1941-04-23,M,rep,NE,Republican,2.0
Davis,Jack,,,,1935-09-06,M,rep,IL,Republican,4.0
DioGuardi,Joseph,J.,,,1940-09-20,M,rep,NY,Republican,20.0
Dixon,Alan,John,,,1927-07-07,M,sen,IL,Democrat,
Dowdy,Charles,Wayne,,,1943-07-27,M,rep,MS,Democrat,4.0
Fowler,Wyche,,Jr.,,1940-10-06,M,sen,GA,Democrat,
Garn,Edwin,Jacob,,,1932-10-12,M,sen,UT,Republican,
Gray,Kenneth,James,,,1924-11-14,M,rep,IL,Democrat,22.0
Howard,James,John,,,1927-07-24,M,rep,NJ,Democrat,3.0
Karnes,David,Kemp,,,1948-12-12,M,sen,NE,Republican,
Kasten,Robert,Walter,Jr.,,1942-06-19,M,sen,WI,Republican,
Kemp,Jack,French,,,1935-07-13,M,rep,NY,Republican,31.0
Konnyu,Ernest,Leslie,,,1937-05-17,M,rep,CA,Republican,12.0
Lowry,Michael,Edward,,,1939-03-08,M,rep,WA,Democrat,7.0
Luján,Manuel,,Jr.,,1928-05-12,M,rep,NM,Republican,1.0
MacKay,Kenneth,Hood,Jr.,,1933-03-22,M,rep,FL,Democrat,6.0
McKinney,Stewart,Brett,,,1931-01-30,M,rep,CT,Republican,4.0
Mica,Daniel,Andrew,,,1944-02-04,M,rep,FL,Democrat,14.0
Quayle,James,Danforth,,,1947-02-04,M,sen,IN,Republican,
Roemer,Charles,Elson,III,,1943-10-04,M,rep,LA,Democrat,4.0
Rudman,Warren,Bruce,,,1930-05-18,M,sen,NH,Republican,
St. Germain,Fernand,Joseph,,,1928-01-09,M,rep,RI,Democrat,1.0
Sunia,Fofó,Iosefa Fiti,,,1937-03-13,M,rep,AS,Democrat,0.0
Sweeney,David,McCann,,,1955-09-15,M,rep,TX,Republican,14.0
Swindall,Patrick,Lynn,,,1950-10-18,M,rep,GA,Republican,4.0
Symms,Steven,Douglas,,,1938-04-23,M,sen,ID,Republican,
Taylor,Gene,,,,1928-02-10,M,rep,MO,Republican,7.0
Wirth,Timothy,E.,,,1939-09-22,M,sen,CO,Democrat,
Wortley,George,Cornelius,,,1926-12-08,M,rep,NY,Republican,27.0
Bates,Jim,,,,1941-07-21,M,rep,CA,Democrat,44.0
Bosco,Douglas,Harry,,,1946-07-28,M,rep,CA,Democrat,1.0
Brennan,Joseph,Edward,,,1934-11-02,M,rep,ME,Democrat,1.0
Buechner,John,William,,,1940-06-04,M,rep,MO,Republican,2.0
Cheney,Richard,Bruce,,,1941-01-30,M,rep,WY,Republican,0.0
Coelho,Anthony,Lee,,,1942-06-15,M,rep,CA,Democrat,15.0
Courter,James,Andrew,,,1941-10-14,M,rep,NJ,Republican,12.0
Danforth,John,Claggett,,,1936-09-05,M,sen,MO,Republican,
DeConcini,Dennis,Webster,,,1937-05-08,M,sen,AZ,Democrat,
Douglas,Charles,Gywnne,III,,1942-12-02,M,rep,NH,Republican,2.0
