transaction_date,ticker,asset_description,type,amount,name,disclosure_date,chamber,first_name,last_name,party,birthday,gender,represents
2020-02-20,TRNO,Terreno Realty Corporation,purchase,15000,Donald Sternoff Beyer,2020-02-22,house,,,Democrat,1950-06-20,M,VA08
2020-02-19,TJX,"TJX Companies, Inc.",purchase,15000,Donald Sternoff Beyer,2020-02-22,house,,,Democrat,1950-06-20,M,VA08
2020-02-18,VZ,Verizon Communications Inc.,purchase,15000,Donald Sternoff Beyer,2020-02-22,house,,,Democrat,1950-06-20,M,VA08
2020-02-19,DIS,Walt Disney Company,purchase,15000,Donald Sternoff Beyer,2020-02-22,house,,,Democrat,1950-06-20,M,VA08
2021-08-11,AM,Antero Midstream Corporation,purchase,100000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-19,AM,Antero Midstream Corporation,sale_full,1000000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-19,CAPL,CrossAmerica Partners LP Common Units rep ltd partner interests,sale_full,5000000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-18,ET,Energy Transfer LP Common Units,purchase,50000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-11,ET,Energy Transfer LP Common Units,purchase,500000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-19,NS,Nustar Energy LP Common UNits,sale_full,500000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-11,SHLX,Shell Midstream Partners LP Common Units rep ltd partner interests,purchase,250000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-18,SHLX,Shell Midstream Partners LP Common Units rep ltd partner interests,purchase,50000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-19,SHLX,Shell Midstream Partners LP Common Units rep ltd partner interests,sale_full,5000000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-13,UAL,United Airlines Holdings Inc,sale_full,15000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-08-11,USAC,USA Compression Partners LP Common units rep ltd partner interests,sale_full,1000000,Mark Dr Green,2021-08-23,house,,,Republican,1964-11-08,M,TN07
2021-07-19,SPCE,Virgin Galactic Holdings Inc,purchase,50000,Brian Mast,2021-08-23,house,,,Republican,1980-07-10,M,FL18
2021-07-19,SPCE,Virgin Galactic Holdings Inc,purchase,50000,Brian Mast,2021-08-23,house,,,Republican,1980-07-10,M,FL18
2022-05-02,STZ,Constellation Brands Inc,purchase,50000,Alan S. Lowenthal,2022-05-21,house,,,Democrat,1941-03-08,M,CA47
2022-05-05,ICE,Intercontental Exchange Inc,sale_partial,15000,Alan S. Lowenthal,2022-05-21,house,,,Democrat,1941-03-08,M,CA47
2022-05-06,ICE,Intercontental Exchange Inc,sale_full,50000,Alan S. Lowenthal,2022-05-21,house,,,Democrat,1941-03-08,M,CA47
2022-04-19,EPD,Enterprise Products Partners LTD,sale_full,1000000,Trey Hollingsworth,2022-04-27,house,,,Republican,1983-09-12,M,IN09
2019-11-22,MMM,3M Company,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-11-22,MMM,3M Company,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-11-22,MMM,3M Company,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-17,GOOG,Alphabet Inc - Class C Capital Stock,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-31,GOOG,Alphabet Inc - Class C Capital Stock,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-17,GOOG,Alphabet Inc - Class C Capital Stock,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-31,GOOG,Alphabet Inc - Class C Capital Stock,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-17,GOOGL,Alphabet Inc - Class C Capital Stock,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-31,GOOG,Alphabet Inc - Class C Capital Stock,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-06-10,AMZN,Amazon.com Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-08-20,AMZN,Amazon.com Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-06-10,AMZN,Amazon.com Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-08-20,AMZN,Amazon.com Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-06-10,AMZN,Amazon.com Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-10,AMT,American Tower Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-15,ACGL,Arch Capital Group Ltd,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-01-20,AZO,AutoZone Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-30,AZO,AutoZone Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-30,AZO,AutoZone Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-30,AZO,AutoZone Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-23,BDX,"Becton, Dickinson and Company",purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-23,BDX,"Becton, Dickinson and Company",purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-09,BDX,"Becton, Dickinson and Company",sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-09,BDX,"Becton, Dickinson and Company",sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-23,BDX,"Becton, Dickinson and Company",purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-09,BDX,"Becton, Dickinson and Company",sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-13,BRK.B,Berkshire Hathaway Inc New,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-07-13,BRK.B,Berkshire Hathaway Inc New,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-23,BRK.B,Berkshire Hathaway Inc New,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-15,BRK.B,Berkshire Hathaway Inc New,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-28,BH,Biglari Holding Inc Class B,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-03-04,BH,Biglari Holding Inc Class B,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-15,BF.B,Brown Forman Inc Class B,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-15,BF.B,Brown Forman Inc Class B,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-15,BF.B,Brown Forman Inc Class B,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-01,KMX,CarMax Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-27,KMX,CarMax Inc,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-01,KMX,CarMax Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-27,CERN,Cerner Corporation,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-27,CERN,Cerner Corporation,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-27,CERN,Cerner Corporation,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-08-27,CHD,Church & Dwight Company Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-06-11,CHD,Church & Dwight Company Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-08-27,CHD,Church & Dwight Company Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-12-31,CL,Colgate-Palmolive Company,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-08,CVET,Covetrus Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-06,CVET,Covetrus,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-06,CVET,Covetrus,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-06,DLTR,Dollar Tree Inc,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-09,DLTR,Dollar Tree Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-09,DLTR,Dollar Tree Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-09,DLTR,Dollar Tree Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-10,DOW,Dow Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-10,DOW,Dow Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-11-22,DD,DuPont de Nemours Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-11-22,DD,DuPont de Nemours Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-11-22,DD,DuPont de Nemours Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-21,ESGR,Enstar Group Limited - Ordinary Shares,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-20,ESGR,Enstar Group Limited - Ordinary Shares,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-05-21,ESGR,Enstar Group Limited - Ordinary Shares,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-24,FB,Facebook Inc - Class A,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-24,FB,Facebook Inc - Class A,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-01-18,FB,Facebook Inc - Class A,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-01-18,FB,Facebook Inc - Class A,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-24,FB,Facebook Inc - Class A,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-24,FB,Facebook Inc - Class A,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-01-28,FRFHF,Fairfax Financial Holding Ltd ordinary shares,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-01-28,FRFHF,Fairfax Financial Holding Ltd ordinary shares,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-11,ITW,Illinois Tool Works Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-23,ITW,Illinois Tool Works Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-11,ITW,Illinois Tool Works Inc,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-02-04,JEF,Jefferies Financial Group Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-07-18,JNJ,Johnson & Johnson,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-12-31,JNJ,Johnson & Johnson,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-07-18,JNJ,Johnson & Johnson,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-13,JNJ,Johnson & Johnson,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-07-18,JNJ,Johnson & Johnson,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-21,JNJ,Johnson & Johnson,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-13,JNJ,Johnson & Johnson,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-03-13,JPM,JP Morgan Chase & Co,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-03-13,JPM,JP Morgan Chase & Co,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-03-13,JPM,JP Morgan Chase & Co,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-06-11,KEYS,Keysight Technologies Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-30,LBRDA,Liberty Broadband Corporation Class A,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-04-08,LBRDA,Liberty Broadband Corporation Class A,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-09-17,LBRDA,Liberty Broadband Corporation - PDF 5% Due 03/14/2039,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-09-17,LBRDA,Liberty Broadband Corporation - PDF 5% Due 03/14/2039,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-09-17,LBRDA,Liberty Broadband Corporation - PDF 5% Due 03/14/2039,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-01-20,LMT,Lockheed Martin Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-12-31,MKL,Markel Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-08-30,MKL,Markel Corporation,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-11,MKL,Markel Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-08-27,MKL,Markel Corporation,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-23,MKL,Markel Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-11,MKL,Markel Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-11,MKL,Markel Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-08-27,MKL,Markel Corporation,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-22,MA,Mastercard Incorporated,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-19,MA,Mastercard Incorporated,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-22,MA,Mastercard Incorporated,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-10-28,MA,Mastercard Incorporated,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-19,MA,Mastercard Incorporated,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-25,MA,Mastercard Incorporated,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-10,ORLY,OReilly Automotive Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-09-11,POST,Post Holdings Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-09-11,POST,Post Holdings Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-09-11,POST,Post Holdings Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-25,PGR,Progressive Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-11-06,PGR,Progressive Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-10,PGR,Progressive Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-01-20,PGR,Progressive Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-11-06,PGR,Progressive Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-12,SSNC,SS&C Technologies Holdings Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-08-08,SSNC,SS&C Technologies Holdings Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-12,SSNC,SS&C Technologies Holdings Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-08-08,SSNC,SS&C Technologies Holdings Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-12,SSNC,SS&C Technologies Holdings Inc,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-08-08,SSNC,SS&C Technologies Holdings Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-09-06,SSNC,SS&C Technologies Holdings Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-30,SBUX,Starbucks Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-22,SBUX,Starbucks Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-30,SBUX,Starbucks Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-22,SBUX,Starbucks Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-30,SBUX,Starbucks Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-07-13,SYK,Stryker Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-07-17,SYK,Stryker Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-12-31,SYK,Stryker Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-07-17,SYK,Stryker Corporation,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-09,KHC,The Kraft Heinz Company,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-01-28,UL,Unilever PLC,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-01-28,UL,Unilever PLC,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-16,UL,Unilever PLC,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-11,UL,Unilever PLC,sale_partial,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-16,UL,Unilever PLC,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-01-28,UL,Unilever PLC,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-16,UL,Unilever PLC,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-10-04,UHG,UnitedHealth Group Incorporated,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-02,USB,US Bancorp Dep SHS PFD F Non-Cumulative Series F6.5%,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-02,USB,US Bancorp Dep SHS PFD F Non-Cumulative Series F6.5%,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-04-02,USB,US Bancorp Dep SHS PFD F Non-Cumulative Series F6.5%,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-10-28,V,Visa Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-06-25,V,Visa Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-19,V,Visa Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-03-19,V,Visa Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-11-23,V,Visa Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-04-22,V,Visa Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-11-23,V,Visa Inc,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-24,WFC,Wells Fargo & Company,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-24,WFC,Wells Fargo & Company,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-09-09,WFC,Wells Fargo & Company,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2019-09-09,WFC,Wells Fargo & Company,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-13,WFC,Wells Fargo & Company,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-12-24,WFC,Wells Fargo & Company,sale_full,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2020-02-13,WFC,Wells Fargo & Company,purchase,15000,Cindy Axne,2021-10-08,house,,,Democrat,1965-04-20,F,IA03
2021-09-20,EPD,Enterprise Products Partners,purchase,250000,Trey Hollingsworth,2021-10-08,house,,,Republican,1983-09-12,M,IN09
2021-09-20,MMP,Magellan Midstream Partners,purchase,100000,Trey Hollingsworth,2021-10-08,house,,,Republican,1983-09-12,M,IN09
2021-09-24,MMP,Magellan Midstream Partners,purchase,50000,Trey Hollingsworth,2021-10-08,house,,,Republican,1983-09-12,M,IN09
2020-02-05,BSX,Boston Scientific Corporation,sale_full,15000,Mo Brooks,2020-03-24,house,,,Republican,1954-04-29,M,AL05
2020-02-11,CSCO,"Cisco Systems, Inc.",sale_full,15000,Mo Brooks,2020-03-24,house,,,Republican,1954-04-29,M,AL05
2020-03-17,PFE,"Pfizer, Inc.",purchase,15000,Mo Brooks,2020-03-24,house,,,Republican,1954-04-29,M,AL05
2020-02-02,TFC,Truist Financial Corporation,sale_full,50000,Mo Brooks,2020-03-24,house,,,Republican,1954-04-29,M,AL05
2020-03-19,BSX,Boston Scientific Corporation,sale_full,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-19,RUN,Sunrun Inc.,purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-17,RUN,Sunrun Inc.,purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-18,RUN,Sunrun Inc.,purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-17,VSLR,"Vivint Solar, Inc.",purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-19,BSX,Boston Scientific Corporation,sale_full,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-19,RUN,Sunrun Inc.,purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-17,RUN,Sunrun Inc.,purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-18,RUN,Sunrun Inc.,purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-03-17,VSLR,"Vivint Solar, Inc.",purchase,15000,Alan S. Lowenthal,2020-03-24,house,,,Democrat,1941-03-08,M,CA47
2020-04-13,AAPL,Apple Inc.,sale_full,15000,Mo Brooks,2020-05-22,house,,,Republican,1954-04-29,M,AL05
2020-04-29,D,"Dominion Energy, Inc.",purchase,50000,Mo Brooks,2020-05-22,house,,,Republican,1954-04-29,M,AL05
2020-04-02,DUK,Duke Energy Corporation,purchase,50000,Mo Brooks,2020-05-22,house,,,Republican,1954-04-29,M,AL05
2020-04-13,DUK,Duke Energy Corporation,purchase,15000,Mo Brooks,2020-05-22,house,,,Republican,1954-04-29,M,AL05
2020-04-29,MAR,Marriott International - Class A,sale_full,50000,Mo Brooks,2020-05-22,house,,,Republican,1954-04-29,M,AL05
2020-04-17,T,AT&T Inc.,sale_full,15000,Steve Cohen,2020-05-22,house,,,Democrat,1949-05-24,M,TN09
2020-04-17,AZO,"AutoZone, Inc.",sale_full,15000,Steve Cohen,2020-05-22,house,,,Democrat,1949-05-24,M,TN09
2020-04-17,BA,Boeing Company,sale_full,15000,Steve Cohen,2020-05-22,house,,,Democrat,1949-05-24,M,TN09
2020-04-17,CMCSA,Comcast Corporation - Class A,sale_full,15000,Steve Cohen,2020-05-22,house,,,Democrat,1949-05-24,M,TN09
2020-04-17,FDX,FedEx Corporation,sale_full,15000,Steve Cohen,2020-05-22,house,,,Democrat,1949-05-24,M,TN09
2020-04-17,MAR,Marriott International - Class A,sale_full,15000,Steve Cohen,2020-05-22,house,,,Democrat,1949-05-24,M,TN09
2020-04-17,MAA,"Mid-America Apartment Communities, Inc.",sale_full,15000,Steve Cohen,2020-05-22,house,,,Democrat,1949-05-24,M,TN09
