,last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
10105,Beall,John,Glenn,Jr.,,1927-06-19,M,sen,MD,Republican,
10106,Begich,Nicholas,Joseph,,,1932-04-06,M,rep,AK,Democrat,0.0
10109,Blanton,Leonard,Ray,,,1930-04-10,M,rep,TN,Democrat,7.0
10112,Brock,William,Emerson,III,,1930-11-23,M,sen,TN,Republican,
10113,Buckley,James,Lane,,,1923-03-09,M,sen,NY,Conservative,
10117,Caffery,Patrick,Thomson,,,1932-07-06,M,rep,LA,Democrat,3.0
10121,Conover,William,Sheldrick,II,,1928-08-27,M,rep,PA,Republican,27.0
10123,Curlin,William,Prather,Jr.,,1933-11-30,M,rep,KY,Democrat,6.0
10129,Edwards,Edwin,Washington,,,1927-08-07,M,rep,LA,Democrat,7.0
10133,Galifianakis,Nick,,,,1928-07-22,M,rep,NC,Democrat,4.0
10135,Gambrell,David,Henry,,,1929-12-20,M,sen,GA,Democrat,
10137,Griffin,Charles,Hudson,,,1926-05-09,M,rep,MS,Democrat,3.0
10153,Long,Speedy,Oteria,,,1928-06-16,M,rep,LA,Democrat,8.0
10156,McDonald,Jack,H.,,,1932-06-28,M,rep,MI,Republican,19.0
10158,McKevitt,James,Douglas,,,1928-10-26,M,rep,CO,Republican,1.0
10170,Poff,Richard,Harding,,,1923-10-19,M,rep,VA,Republican,6.0
10174,Ryan,William,Fitts,,,1922-06-28,M,rep,NY,Democrat,20.0
10175,Schmitz,John,George,,,1930-08-12,M,rep,CA,Republican,35.0
10182,Terry,John,Hart,,,1924-11-14,M,rep,NY,Republican,34.0
10183,Thompson,Standish,Fletcher,,,1925-02-05,M,rep,GA,Republican,5.0
10184,Tunney,John,Varick,,,1934-06-26,M,sen,CA,Democrat,
10187,Edwards,Elaine,Schwartzenburg,,,1929-03-08,F,sen,LA,Democrat,
10188,Abourezk,James,George,,,1931-02-24,M,sen,SD,Democrat,
10192,Blackburn,Benjamin,Bentley,,,1927-02-14,M,rep,GA,Republican,4.0
10194,Brasco,Frank,James,,,1932-10-15,M,rep,NY,Democrat,11.0
10197,Brotzman,Donald,Glenn,,,1922-06-28,M,rep,CO,Republican,2.0
10204,Clark,Richard,Clarence,,,1928-09-14,M,sen,IA,Democrat,
10206,Collins,George,Washington,,,1925-03-05,M,rep,IL,Democrat,6.0
10207,Cronin,Paul,William,,,1938-03-14,M,rep,MA,Republican,5.0
10212,Denholm,Frank,Edward,,,1923-11-29,M,rep,SD,Democrat,1.0
10220,Froehlich,Harold,Vernon,,,1932-05-12,M,rep,WI,Republican,8.0
10225,Griffin,Robert,Paul,,,1923-11-06,M,sen,MI,Republican,
10230,Gunter,William,Dawson,Jr.,,1934-07-16,M,rep,FL,Democrat,5.0
10232,Hanrahan,Robert,Paul,,,1934-02-25,M,rep,IL,Republican,3.0
10235,Hansen,Orval,Howard,,,1926-08-03,M,rep,ID,Republican,2.0
10236,Harvey,James,,,,1922-07-04,M,rep,MI,Republican,8.0
10238,Hathaway,William,Dodd,,,1924-02-21,M,sen,ME,Democrat,
10239,Hogan,Lawrence,Joseph,,,1928-09-30,M,rep,MD,Republican,5.0
10242,Huber,Robert,James,,,1922-08-29,M,rep,MI,Republican,18.0
10243,Hudnut,William,Herbert,III,,1932-10-17,M,rep,IN,Republican,11.0
10245,Keating,William,John,,,1927-03-30,M,rep,OH,Republican,1.0
10247,Kuykendall,Dan,Heflin,,,1924-07-09,M,rep,TN,Republican,8.0
10248,Kyros,Peter,Nicholas,,,1925-07-11,M,rep,ME,Democrat,1.0
10251,Mallary,Richard,Walker,,,1929-02-21,M,rep,VT,Republican,0.0
10254,Mathias,Robert,Bruce,,,1930-11-17,M,rep,CA,Republican,18.0
10258,McSpadden,Clem,Rogers,,,1925-11-09,M,rep,OK,Democrat,2.0
10260,Mills,William,Oswald,,,1924-08-12,M,rep,MD,Republican,1.0
10262,Mizell,Wilmer,David,,,1930-08-13,M,rep,NC,Republican,5.0
10263,Mondale,Walter,Frederick,,,1928-01-05,M,sen,MN,Democrat,
10266,Podell,Bertram,L.,,,1925-12-27,M,rep,NY,Democrat,13.0
10267,Powell,Walter,Eugene,,,1931-04-25,M,rep,OH,Republican,8.0
10268,Price,Robert,Dale,,,1927-09-07,M,rep,TX,Republican,13.0
10269,Rarick,John,Richard,,,1924-01-29,M,rep,LA,Democrat,6.0
10270,Reid,Ogden,Rogers,,,1925-06-24,M,rep,NY,Democrat,24.0
10272,Roncallo,Angelo,Dominick,,,1927-05-28,M,rep,NY,Republican,3.0
10274,Roy,William,Robert,,,1926-02-23,M,rep,KS,Democrat,2.0
10278,Scherle,William,Joseph,,,1923-03-14,M,rep,IA,Republican,5.0
10280,Shoup,Richard,Gardner,,,1923-11-29,M,rep,MT,Republican,1.0
10283,Steele,Robert,Hampton,,,1938-11-03,M,rep,CT,Republican,2.0
10287,Tiernan,Robert,Owens,,,1929-02-24,M,rep,RI,Democrat,2.0
10288,Towell,David,Gilmer,,,1937-06-09,M,rep,NV,Republican,0.0
10290,Waldie,Jerome,Russell,,,1925-02-15,M,rep,CA,Democrat,14.0
10296,Young,Samuel,Hollingsworth,,,1922-12-26,M,rep,IL,Republican,10.0
10305,Bayh,Birch,Evans,,,1928-01-22,M,sen,IN,Democrat,
10309,Biester,Edward,George,Jr.,,1931-01-05,M,rep,PA,Republican,8.0
10311,Church,Frank,Forrester,,,1924-07-25,M,sen,ID,Democrat,
10313,Conlan,John,Bertrand,,,1930-09-17,M,rep,AZ,Republican,4.0
10315,Culver,John,Chester,,,1932-08-08,M,sen,IA,Democrat,
10318,Durkin,John,Anthony,,,1936-03-29,M,sen,NH,Democrat,
10319,Esch,Marvin,Leonel,,,1927-08-04,M,rep,MI,Republican,2.0
10322,Fulton,Richard,Harmon,,,1927-01-27,M,rep,TN,Democrat,5.0
10323,Gravel,Maurice,Robert,,,1930-05-13,M,sen,AK,Democrat,
10324,Green,William,Joseph,,,1938-06-24,M,rep,PA,Democrat,3.0
10325,Gude,Gilbert,,,,1923-03-09,M,rep,MD,Republican,8.0
10327,Hall,Tim,Lee,,,1925-06-11,M,rep,IL,Democrat,15.0
10328,Hastings,James,Fred,,,1926-04-10,M,rep,NY,Republican,39.0
10329,Hayes,Philip,Harold,,,1940-09-01,M,rep,IN,Democrat,8.0
10332,Helstoski,Henry,,,,1925-03-21,M,rep,NJ,Democrat,9.0
10335,Hinshaw,Andrew,Jackson,,,1923-08-04,M,rep,CA,Republican,40.0
10336,Howe,Allan,Turner,,,1927-09-06,M,rep,UT,Democrat,2.0
10337,Hungate,William,Leonard,,,1922-12-14,M,rep,MO,Democrat,9.0
10344,Karth,Joseph,Edward,,,1922-08-26,M,rep,MN,Democrat,4.0
10347,Litton,Jerry,Lon,,,1937-05-12,M,rep,MO,Democrat,6.0
10352,McGovern,George,Stanley,,,1922-07-19,M,sen,SD,Democrat,
10353,Mezvinsky,Edward,Maurice,,,1937-01-17,M,rep,IA,Democrat,1.0
10355,Morgan,Robert,Burren,,,1925-10-05,M,sen,NC,Democrat,
10359,O’Hara,James,Grant,,,1925-11-08,M,rep,MI,Democrat,12.0
10364,Rees,Thomas,Mankell,,,1925-03-26,M,rep,CA,Democrat,23.0
10368,Schweiker,Richard,Schultz,,,1926-06-01,M,sen,PA,Republican,
10370,Stanton,James,Vincent,,,1932-02-27,M,rep,OH,Democrat,20.0
10371,Steelman,Alan,Watson,,,1942-03-15,M,rep,TX,Republican,5.0
10372,Steiger,Sam,,,,1929-03-10,M,rep,AZ,Republican,3.0
10374,Stevenson,Adlai,Ewing,III,,1930-10-10,M,sen,IL,Democrat,
10375,Stone,Richard,Bernard,,,1928-09-22,M,sen,FL,Democrat,
10376,Stuckey,Williamson,Sylvester,Jr.,,1935-05-25,M,rep,GA,Democrat,8.0
10378,Symington,James,Wadsworth,,,1927-09-28,M,rep,MO,Democrat,2.0
10382,Vander Veen,Richard,Franklin,,,1922-11-26,M,rep,MI,Democrat,5.0
10385,du Pont,Pierre,"Samuel, IV",,,1935-01-22,M,rep,DE,Republican,0.0
10386,Anderson,Wendell,Richard,,,1933-02-01,M,sen,MN,Democrat,
10388,Ammerman,Joseph,Scofield,,,1924-07-14,M,rep,PA,Democrat,23.0
10389,Badillo,Herman,,,,1929-08-21,M,rep,NY,Democrat,21.0
10390,Bergland,Robert,Selmer,,,1928-07-22,M,rep,MN,Democrat,7.0
10391,Blouin,Michael,Thomas,,,1945-11-07,M,rep,IA,Democrat,2.0
10393,Brown,Garry,Eldridge,,,1923-08-12,M,rep,MI,Republican,3.0
10396,Burke,Yvonne,Brathwaite,,,1932-10-05,F,rep,CA,Democrat,28.0
10399,Byron,Goodloe,Edgar,,,1929-06-22,M,rep,MD,Democrat,6.0
10401,Caputo,Bruce,Faulkner,,,1943-08-07,M,rep,NY,Republican,23.0
10406,Cornwell,David,Lance,,,1945-06-14,M,rep,IN,Democrat,8.0
10407,Cunningham,John,Edward,III,,1931-03-27,M,rep,WA,Republican,7.0
10411,Evans,Frank,Edward,,,1923-09-06,M,rep,CO,Democrat,3.0
10412,Flowers,Walter,,,,1933-04-12,M,rep,AL,Democrat,7.0
10414,Fraser,Donald,MacKay,,,1924-02-20,M,rep,MN,Democrat,5.0
10415,Frey,Louis,,Jr.,,1934-01-11,M,rep,FL,Republican,9.0
10416,Gammage,Robert,Alton,,,1938-03-13,M,rep,TX,Democrat,22.0
10417,Hannaford,Mark,Warren,,,1925-02-07,M,rep,CA,Democrat,34.0
10418,Harrington,Michael,Joseph,,,1936-09-02,M,rep,MA,Democrat,6.0
10420,Hodges,Kaneaster,,Jr.,,1938-08-20,M,sen,AR,Democrat,
10422,Jordan,Barbara,Charline,,,1936-02-21,F,rep,TX,Democrat,18.0
10424,Keys,Martha,Elizabeth,,,1930-08-10,F,rep,KS,Democrat,2.0
10425,Koch,Edward,Irving,,,1924-12-12,M,rep,NY,Democrat,18.0
10426,Krebs,John,Hans,,,1926-12-17,M,rep,CA,Democrat,17.0
10427,LeFante,Joseph,Anthony,,,1928-09-08,M,rep,NJ,Democrat,14.0
10428,Leggett,Robert,Louis,,,1926-07-26,M,rep,CA,Democrat,4.0
10432,Meeds,Lloyd,,,,1927-12-11,M,rep,WA,Democrat,2.0
10434,Meyner,Helen,Stevenson,,,1929-03-05,F,rep,NJ,Democrat,13.0
10435,Milford,Dale,,,,1926-02-18,M,rep,TX,Democrat,24.0
10438,Myers,Gary,Arthur,,,1937-08-16,M,rep,PA,Republican,25.0
10440,Pattison,Edward,Worthington,,,1932-04-29,M,rep,NY,Democrat,29.0
10441,Pettis,Shirley,Neil,,,1924-07-12,F,rep,CA,Republican,37.0
10444,Quie,Albert,Harold,,,1923-09-18,M,rep,MN,Republican,1.0
10445,Risenhoover,Theodore,Marshall,,,1934-11-03,M,rep,OK,Democrat,2.0
10448,Rooney,Frederick,Bernard,,,1925-11-06,M,rep,PA,Democrat,15.0
10449,Ruppe,Philip,Edward,,,1926-09-29,M,rep,MI,Republican,11.0
10450,Ryan,Leo,Joseph,,,1925-05-05,M,rep,CA,Democrat,11.0
10451,Sarasin,Ronald,Arthur,,,1934-12-31,M,rep,CT,Republican,5.0
10452,Schmitt,Harrison,Hagan,,,1935-07-03,M,sen,NM,Republican,
10453,Shipley,George,Edward,,,1927-04-21,M,rep,IL,Democrat,22.0
10458,Steiger,William,Albert,,,1938-05-15,M,rep,WI,Republican,6.0
10460,Thone,Charles,,,,1924-01-04,M,rep,NE,Republican,1.0
10461,Tonry,Richard,Alvin,,,1935-06-25,M,rep,LA,Democrat,1.0
10462,Tucker,James,(Jim) Guy,Jr.,,1943-06-13,M,rep,AR,Democrat,2.0
10466,Wiggins,Charles,Edward,,,1927-12-03,M,rep,CA,Republican,39.0
10468,Young,Andrew,Jackson,Jr.,,1932-03-12,M,rep,GA,Democrat,5.0
10470,Allen,Maryon,Pittman,,,1925-11-30,F,sen,AL,Democrat,
10471,Hatfield,Paul,Gerhart,,,1928-04-29,M,sen,MT,Democrat,
10473,Stewart,Donald,Wilbur,,,1940-02-08,M,sen,AL,Democrat,
10474,Ambro,Jerome,Anthony,Jr.,,1928-06-27,M,rep,NY,Democrat,3.0
10475,Anderson,John,Bayard,,,1922-02-15,M,rep,IL,Republican,16.0
10476,Ashley,Thomas,Ludlow,,,1923-01-11,M,rep,OH,Democrat,9.0
10477,Baker,Howard,Henry,Jr.,,1925-11-15,M,sen,TN,Republican,
10478,Baldus,Alvin,James,,,1926-04-27,M,rep,WI,Democrat,3.0
10479,Bauman,Robert,Edmund,,,1937-04-04,M,rep,MD,Republican,1.0
10480,Beard,Edward,Peter,,,1940-01-20,M,rep,RI,Democrat,2.0
10481,Brademas,John,,,,1927-03-02,M,rep,IN,Democrat,3.0
10482,Buchanan,John,Hall,Jr.,,1928-03-19,M,rep,AL,Republican,6.0
10483,Burlison,William,Dean,,,1931-03-15,M,rep,MO,Democrat,10.0
10485,Cavanaugh,John,Joseph,,,1945-08-01,M,rep,NE,Democrat,2.0
10488,Davis,Mendel,Jackson,,,1942-10-23,M,rep,SC,Democrat,1.0
10490,Diggs,Charles,Coles,Jr.,,1922-12-02,M,rep,MI,Democrat,13.0
10500,Harris,Herbert,Eugene,II,,1926-04-14,M,rep,VA,Democrat,8.0
10502,Holtzman,Elizabeth,,,,1941-08-11,F,rep,NY,Democrat,16.0
10503,Huddleston,Walter,Darlington,,,1926-04-15,M,sen,KY,Democrat,
10505,Ichord,Richard,Howard,II,,1926-06-27,M,rep,MO,Democrat,8.0
10506,Jenrette,John,Wilson,Jr.,,1936-05-19,M,rep,SC,Democrat,6.0
10507,Jepsen,Roger,William,,,1928-12-23,M,sen,IA,Republican,
10509,Johnson,James,Paul,,,1930-06-02,M,rep,CO,Republican,4.0
10510,Kelly,Richard,,,,1924-07-31,M,rep,FL,Republican,5.0
10511,Leach,Anthony,Claude,Jr.,,1934-03-30,M,rep,LA,Democrat,4.0
10512,Lloyd,James,Fredrick,,,1922-09-27,M,rep,CA,Democrat,35.0
10513,Maguire,Gene,Andrew,,,1939-03-11,M,rep,NJ,Democrat,7.0
10514,Mathis,Marvin,Dawson,,,1940-11-30,M,rep,GA,Democrat,2.0
10517,McKay,Koln,Gunn,,,1925-02-23,M,rep,UT,Democrat,1.0
10518,Mikva,Abner,Joseph,,,1926-01-21,M,rep,IL,Democrat,10.0
10519,Moorhead,William,Singer,,,1923-04-08,M,rep,PA,Democrat,14.0
10520,Murphy,John,Michael,,,1926-08-03,M,rep,NY,Democrat,17.0
10521,Murphy,Morgan,Francis,,,1932-04-16,M,rep,IL,Democrat,2.0
10522,Musto,Raphael,John,,,1929-03-30,M,rep,PA,Democrat,11.0
10523,Myers,Michael,Joseph,,,1943-05-04,M,rep,PA,Democrat,1.0
10524,Nedzi,Lucien,Norbert,,,1925-05-28,M,rep,MI,Democrat,14.0
10531,Runnels,Harold,Lowell,,,1924-03-17,M,rep,NM,Democrat,2.0
10541,Tower,John,Goodwin,,,1925-09-29,M,sen,TX,Republican,
10542,Treen,David,Conner,,,1928-07-16,M,rep,LA,Republican,3.0
10543,Tsongas,Paul,Efthemios,,,1941-02-14,M,sen,MA,Democrat,
10550,Wyatt,Joseph,Peyton,Jr.,,1941-10-12,M,rep,TX,Democrat,14.0
10551,Wydler,John,Waldemar,,,1924-06-09,M,rep,NY,Republican,5.0
10552,Abdnor,James,,,,1923-02-13,M,sen,SD,Republican,
10553,Andrews,Mark,,,,1926-05-19,M,sen,ND,Republican,
10554,Ashbrook,Jean,Spencer,,,1934-09-21,F,rep,OH,Republican,17.0
10555,Ashbrook,John,Milan,,,1928-09-21,M,rep,OH,Republican,17.0
10556,Atkinson,Eugene,Vincent,,,1927-04-05,M,rep,PA,Republican,25.0
10557,Bafalis,Louis,Arthur,,,1929-09-28,M,rep,FL,Republican,10.0
10558,Bailey,Donald,Allen,,,1945-07-21,M,rep,PA,Democrat,21.0
10559,Bailey,R.,Wendell,,,1940-07-30,M,rep,MO,Republican,8.0
10560,Beard,Robin,Leo,Jr.,,1939-08-21,M,rep,TN,Republican,6.0
10561,Benedict,Cleveland,Keith,,,1935-03-21,M,rep,WV,Republican,2.0
10562,Benjamin,Adam,,Jr.,,1935-08-06,M,rep,IN,Democrat,1.0
10564,Blanchard,James,Johnston,,,1942-08-08,M,rep,MI,Democrat,18.0
10566,Bowen,David,Reece,,,1932-10-21,M,rep,MS,Democrat,2.0
10567,Brinkley,Jack,Thomas,,,1930-12-22,M,rep,GA,Democrat,3.0
10568,Brodhead,William,McNulty,,,1941-09-12,M,rep,MI,Democrat,17.0
10569,Brown,Clarence,J.,Jr.,,1927-06-18,M,rep,OH,Republican,7.0
10571,Burton,John,Lowell,,,1932-12-15,M,rep,CA,Democrat,5.0
10572,Butler,Manley,Caldwell,,,1925-06-02,M,rep,VA,Republican,6.0
10573,Carman,Gregory,Wright,,,1937-01-31,M,rep,NY,Republican,3.0
10574,Chisholm,Shirley,Anita,,,1924-11-30,F,rep,NY,Democrat,12.0
10575,Clausen,Donald,Holst,,,1923-04-27,M,rep,CA,Republican,2.0
10577,Cotter,William,Ross,,,1926-07-18,M,rep,CT,Democrat,1.0
10578,Coyne,James,Kitchenman,III,,1946-11-17,M,rep,PA,Republican,8.0
10579,Daniel,Robert,Williams,Jr.,,1936-03-17,M,rep,VA,Republican,4.0
10581,DeNardis,Lawrence,Joseph,,,1938-03-18,M,rep,CT,Republican,3.0
10582,Deckard,Huey,Joel,,,1942-03-07,M,rep,IN,Republican,8.0
10583,Denton,Jeremiah,Andrew,Jr.,,1924-07-15,M,sen,AL,Republican,
10584,Derwinski,Edward,Joseph,,,1926-09-15,M,rep,IL,Republican,4.0
10585,Dougherty,Charles,Francis,,,1937-06-26,M,rep,PA,Republican,4.0
10586,Dunn,James,Whitney,,,1943-07-21,M,rep,MI,Republican,6.0
10587,Eagleton,Thomas,Francis,,,1929-09-04,M,sen,MO,Democrat,
10588,East,John,Porter,,,1931-05-05,M,sen,NC,Republican,
10589,Emery,David,Farnham,,,1948-09-01,M,rep,ME,Republican,1.0
10590,Erdahl,Arlen,Ingolf,,,1931-02-27,M,rep,MN,Republican,1.0
10591,Ertel,Allen,Edward,,,1937-11-07,M,rep,PA,Democrat,17.0
10592,Evans,Billy,Lee,,,1941-11-10,M,rep,GA,Democrat,8.0
10593,Evans,David,Walter,,,1946-08-17,M,rep,IN,Democrat,6.0
10594,Evans,Thomas,Beverley,Jr.,,1931-11-05,M,rep,DE,Republican,0.0
10598,Fithian,Floyd,James,,,1928-11-03,M,rep,IN,Democrat,2.0
10600,Ginn,Ronald,Bryan,,,1934-05-31,M,rep,GA,Democrat,1.0
10602,Goldwater,Barry,Morris,Jr.,,1938-07-15,M,rep,CA,Republican,20.0
10603,Grisham,Wayne,Richard,,,1923-01-10,M,rep,CA,Republican,33.0
10605,Hagedorn,Thomas,Michael,,,1943-11-27,M,rep,MN,Republican,2.0
10606,Hart,Gary,Warren,,,1936-11-28,M,sen,CO,Democrat,
10607,Hawkins,Paula,,,,1927-01-24,F,sen,FL,Republican,
10608,Heckler,Margaret,M.,,,1931-06-21,F,rep,MA,Republican,10.0
10609,Hinson,Jon,Clifton,,,1942-03-16,M,rep,MS,Republican,4.0
10610,Holland,Kenneth,Lamar,,,1934-11-24,M,rep,SC,Democrat,5.0
10611,Hollenbeck,Harold,Capistran,,,1938-12-29,M,rep,NJ,Republican,9.0
10612,Jeffries,James,Edmund,,,1925-06-01,M,rep,KS,Republican,2.0
10613,Johnston,Walter,Eugene,III,,1936-03-03,M,rep,NC,Republican,6.0
10614,Laxalt,Paul,Dominque,,,1922-08-02,M,sen,NV,Republican,
10615,LeBoutillier,John,,,,1953-05-26,M,rep,NY,Republican,6.0
10616,Lederer,Raymond,Francis,,,1938-05-19,M,rep,PA,Democrat,3.0
10617,Lee,Gary,Alcide,,,1933-08-18,M,rep,NY,Republican,33.0
10619,Marks,Marc,Lincoln,,,1927-02-12,M,rep,PA,Republican,24.0
10620,Mathias,Charles,McCurdy,Jr.,,1922-07-24,M,sen,MD,Republican,
10621,Mattingly,Mack,Francis,,,1931-01-07,M,sen,GA,Republican,
10622,Mattox,James,Albon,,,1943-08-29,M,rep,TX,Democrat,5.0
10624,McCloskey,Paul,Norton,Jr.,,1927-09-29,M,rep,CA,Republican,12.0
10625,Mitchell,Donald,Jerome,,,1923-05-08,M,rep,NY,Republican,31.0
10626,Moffett,Anthony,John,Jr.,,1944-08-18,M,rep,CT,Democrat,6.0
10628,Mottl,Ronald,Milton,,,1934-02-06,M,rep,OH,Democrat,23.0
10629,Napier,John,Light,,,1947-05-16,M,rep,SC,Republican,6.0
10630,Nelligan,James,Leo,,,1929-02-14,M,rep,PA,Republican,11.0
10632,Railsback,Thomas,Fisher,,,1932-01-22,M,rep,IL,Republican,19.0
10635,Richmond,Frederick,William,,,1923-11-15,M,rep,NY,Democrat,14.0
10636,Roberts,Clint,Ronald,,,1935-01-30,M,rep,SD,Republican,2.0
10637,Rousselot,John,Harbin,,,1927-11-01,M,rep,CA,Republican,26.0
10638,Santini,James,David,,,1937-08-13,M,rep,NV,Democrat,0.0
10639,Shamansky,Robert,Norton,,,1927-04-18,M,rep,OH,Democrat,12.0
10640,Smith,Albert,Lee,Jr.,,1931-08-31,M,rep,AL,Republican,6.0
10642,Stanton,John,William,,,1924-02-20,M,rep,OH,Republican,11.0
10643,Staton,David,Michael,,,1940-02-11,M,rep,WV,Republican,3.0
10644,Stockman,David,Alan,,,1946-11-10,M,rep,MI,Republican,4.0
10645,Wampler,William,Creed,,,1926-04-21,M,rep,VA,Republican,9.0
10646,Weber,Edward,Ford,,,1931-07-26,M,rep,OH,Republican,9.0
10647,White,Richard,Crawford,,,1923-04-29,M,rep,TX,Democrat,16.0
10648,Zeferetti,Leo,C.,,,1927-07-15,M,rep,NY,Democrat,15.0
10649,Brady,Nicholas,Frederick,,,1930-04-11,M,sen,NJ,Republican,
10650,Albosta,Donald,Joseph,,,1925-12-05,M,rep,MI,Democrat,10.0
10651,Andrews,Ike,Franklin,,,1925-09-02,M,rep,NC,Democrat,4.0
10652,Bethune,Edwin,Ruthvin,Jr.,,1935-12-19,M,rep,AR,Republican,2.0
10653,Britt,Charles,Robin,,,1942-06-29,M,rep,NC,Democrat,6.0
10654,Burton,Phillip,,,,1926-06-01,M,rep,CA,Democrat,5.0
10655,Chiles,Lawton,Mainor,Jr.,,1930-04-03,M,sen,FL,Democrat,
10656,Conable,Barber,Benjamin,Jr.,,1922-11-02,M,rep,NY,Republican,30.0
10657,Corcoran,Thomas,Joseph,,,1939-05-23,M,rep,IL,Republican,14.0
10658,Corrada-del Río,Baltasar,,,,1935-04-10,M,rep,PR,New Progressive,0.0
10659,Crane,Daniel,Bever,,,1936-01-10,M,rep,IL,Republican,19.0
10660,D’Amours,Norman,Edward,,,1937-10-14,M,rep,NH,Democrat,1.0
10661,Edwards,William,Jackson,,,1928-09-20,M,rep,AL,Republican,1.0
10662,Erlenborn,John,Neal,,,1927-02-08,M,rep,IL,Republican,13.0
10663,Evans,Daniel,Jackson,,,1925-10-16,M,sen,WA,Republican,
10664,Ferraro,Geraldine,Anne,,,1935-08-26,F,rep,NY,Democrat,9.0
10666,Hall,Katie,Beatrice,,,1938-04-03,F,rep,IN,Democrat,1.0
10667,Hance,Kent,Ronald,,,1942-11-14,M,rep,TX,Democrat,19.0
10668,Hansen,George,Vernon,,,1930-09-14,M,rep,ID,Republican,2.0
10669,Harrison,Frank,Girard,,,1940-02-02,M,rep,PA,Democrat,11.0
10670,Hecht,Jacob,Chic,,,1928-11-30,M,sen,NV,Republican,
10671,Hightower,Jack,English,,,1926-09-06,M,rep,TX,Democrat,13.0
10674,Kogovsek,Raymond,Peter,,,1941-08-19,M,rep,CO,Democrat,3.0
10675,Levitas,Elliott,Harris,,,1930-12-26,M,rep,GA,Democrat,4.0
10677,Marriott,David,Daniel,,,1939-11-02,M,rep,UT,Republican,2.0
10678,Martin,James,Grubbs,,,1935-12-11,M,rep,NC,Republican,9.0
10679,McDonald,Lawrence,Patton,,,1935-04-01,M,rep,GA,Democrat,7.0
10680,McNulty,James,Francis,Jr.,,1925-10-18,M,rep,AZ,Democrat,5.0
10681,Melcher,John,,,,1924-09-06,M,sen,MT,Democrat,
10683,Ottinger,Richard,Lawrence,,,1929-01-27,M,rep,NY,Democrat,20.0
10684,Patman,William,Neff,,,1927-03-26,M,rep,TX,Democrat,14.0
10685,Patterson,Jerry,Mumford,,,1934-10-25,M,rep,CA,Democrat,38.0
10687,Pritchard,Joel,McFee,,,1925-05-05,M,rep,WA,Republican,1.0
10689,Ratchford,William,Richard,,,1934-05-24,M,rep,CT,Democrat,5.0
10691,Rosenthal,Benjamin,Stanley,,,1923-06-08,M,rep,NY,Democrat,7.0
10693,Shannon,James,Michael,,,1952-04-04,M,rep,MA,Democrat,5.0
10696,Trible,Paul,Seward,Jr.,,1946-12-29,M,sen,VA,Republican,
10697,Vandergriff,Tommy,Joe,,,1926-01-29,M,rep,TX,Democrat,26.0
10698,Washington,Harold,,,,1922-04-15,M,rep,IL,Democrat,1.0
10699,Weicker,Lowell,Palmer,Jr.,,1931-05-16,M,sen,CT,Republican,
10700,Williams,Lyle,,,,1942-08-23,M,rep,OH,Republican,17.0
10704,Zorinsky,Edward,,,,1928-11-11,M,sen,NE,Democrat,
10705,Addabbo,Joseph,Patrick,,,1925-03-17,M,rep,NY,Democrat,6.0
10706,Armstrong,William,Lester,,,1937-03-16,M,sen,CO,Republican,
10707,Barnes,Michael,Darr,,,1943-09-03,M,rep,MD,Democrat,8.0
10709,Boschwitz,Rudolph,Eli,,,1930-11-07,M,sen,MN,Republican,
10710,Campbell,Carroll,Ashmore,Jr.,,1940-07-24,M,rep,SC,Republican,4.0
10711,Carney,William,,,,1942-07-01,M,rep,NY,Republican,1.0
10713,Cobey,William,Wilfred,Jr.,,1939-05-13,M,rep,NC,Republican,4.0
10714,Eckert,Fred,J.,,,1941-05-06,M,rep,NY,Republican,30.0
10715,Edgar,Robert,William,,,1943-05-29,M,rep,PA,Democrat,7.0
10716,Evans,Thomas,Cooper,,,1924-05-26,M,rep,IA,Republican,3.0
10717,Fiedler,Bobbi,,,,1937-04-22,F,rep,CA,Republican,21.0
10718,Franklin,William,Webster,,,1941-12-13,M,rep,MS,Republican,2.0
10719,Fuqua,Don,,,,1933-08-20,M,rep,FL,Democrat,2.0
10720,Grotberg,John,,,,1925-03-23,M,rep,IL,Republican,14.0
10721,Hall,Sam,Blakeley,Jr.,,1924-01-11,M,rep,TX,Democrat,1.0
10722,Hartnett,Thomas,Forbes,,,1941-08-07,M,rep,SC,Republican,1.0
10723,Heftel,Cecil,Landau,,,1924-09-30,M,rep,HI,Democrat,1.0
10724,Hendon,William,Martin,,,1944-11-09,M,rep,NC,Republican,11.0
10725,Hillis,Elwood,Haynes,,,1926-03-06,M,rep,IN,Republican,5.0
10727,Humphrey,Gordon,John,,,1940-10-09,M,sen,NH,Republican,
10728,Jones,James,Robert,,,1939-05-05,M,rep,OK,Democrat,1.0
10729,Kindness,Thomas,Norman,,,1929-08-26,M,rep,OH,Republican,8.0
10730,Kramer,Kenneth,Bentley,,,1942-02-19,M,rep,CO,Republican,5.0
10731,Loeffler,Thomas,Gilbert,,,1946-08-01,M,rep,TX,Republican,21.0
10732,Long,Catherine,Small,,,1924-02-07,F,rep,LA,Democrat,8.0
10733,Long,Gillis,William,,,1923-05-04,M,rep,LA,Democrat,8.0
10734,Lundine,Stanley,Nelson,,,1939-02-04,M,rep,NY,Democrat,34.0
10735,McClure,James,Albertus,,,1924-12-27,M,sen,ID,Republican,
10736,McKernan,John,Rettie,Jr.,,1948-05-20,M,rep,ME,Republican,1.0
